200
10

10.785716	106.651019
10.807677	106.664992
10.787363	106.698488
10.864018	106.804749
10.770200	106.638571
10.773219	106.624412
10.805710	106.622457
10.754195	106.616917
10.845150	106.609499
10.819962	106.698637

10.794793	106.690779
10.801471	106.641612
10.761349	106.647301
10.745832	106.691911
10.803739	106.667096
10.872637	106.581175
10.865741	106.727853
10.791059	106.701089
10.693064	106.656297
10.797399	106.687508
10.807431	106.697601
10.664708	106.571194
10.747926	106.636835
10.838579	106.831859
10.852948	106.659459
10.807205	106.690634
10.850632	106.771913
10.780987	106.698495
10.752975	106.653021
10.769595	106.692372
10.846223	106.616232
10.743103	106.668406
10.795035	106.736397
10.811928	106.711819
10.816982	106.774727
10.789637	106.695178
10.839532	106.834365
10.805869	106.643867
10.839600	106.631261
10.772482	106.797429
10.730434	106.705566
10.794014	106.683972
10.792803	106.705300
10.765305	106.666406
10.761615	106.657504
10.862512	106.803857
10.798634	106.706087
10.736568	106.655829
10.770062	106.741796
10.798830	106.696479
10.807274	106.690631
10.771357	106.679402
10.843567	106.840610
10.859841	106.789799
10.792261	106.619181
10.689688	106.741881
10.766383	106.681454
10.794661	106.744946
10.768867	106.668427
10.755810	106.621131
10.803190	106.745888
10.815170	106.711144
10.854647	106.662393
10.715607	106.740995
10.835585	106.807675
10.775290	106.673517
10.746269	106.662102
10.771712	106.705031
10.737933	106.644218
10.806516	106.666504
10.725432	106.709158
10.761033	106.710541
10.791938	106.745724
10.845153	106.663924
10.846822	106.769943
10.842186	106.670080
10.691152	106.738131
10.756963	106.631594
10.804217	106.790730
10.797676	106.703611
10.796803	106.653669
10.750244	106.719767
10.758755	106.662221
10.710877	106.703297
10.864291	106.622767
10.801110	106.683805
10.753262	106.695443
10.760804	106.681398
10.772076	106.694038
10.879666	106.627540
10.809439	106.793817
10.794093	106.637995
10.744026	106.673168
10.846479	106.663407
10.786320	106.663953
10.797106	106.686900
10.794723	106.741536
10.753451	106.677169
10.789282	106.663170
10.745608	106.700609
10.807236	106.690607
10.797417	106.704791
10.864387	106.720654
10.788434	106.718288
10.737170	106.669973
10.840210	106.670310
10.807320	106.690585
10.837858	106.728575
10.756149	106.691867
10.732822	106.644318
10.868607	106.591487
10.807765	106.710142
10.800531	106.638583
10.731697	106.731575
10.760134	106.657442
10.857045	106.757590
10.744377	106.673402
10.708673	106.733020
10.773171	106.752562
10.873642	106.604313
10.876682	106.626267
10.773735	106.706356
10.754099	106.607322
10.772825	106.681205
10.806618	106.730121
10.836983	106.675596
10.815949	106.689904
10.763165	106.646501
10.772775	106.583630
10.835064	106.773616
10.731822	106.731610
10.878453	106.721694
10.813882	106.688700
10.744377	106.673140
10.799417	106.640817
10.727921	106.708884
10.822526	106.692380
10.738085	106.679251
10.729701	106.630824
10.809199	106.731918
10.822250	106.703723
10.750415	106.732221
10.789809	106.697235
10.770395	106.653100
10.771291	106.663061
10.807681	106.682681
10.762905	106.651595
10.759638	106.596576
10.790489	106.663151
10.787205	106.683169
10.736817	106.710691
10.807281	106.690619
10.753199	106.671310
10.748264	106.616839
10.828435	106.703130
10.823758	106.720133
10.779541	106.681923
10.798763	106.660601
10.802922	106.698578
10.788876	106.715560
10.755987	106.708571
10.783204	106.657852
10.789015	106.702600
10.806470	106.823206
10.783386	106.675885
10.749905	106.629667
10.805095	106.589587
10.812461	106.758967
10.847578	106.748920
10.760716	106.638882
10.725725	106.624925
10.782370	106.681906
10.729474	106.680293
10.741146	106.631416
10.807643	106.681020
10.770227	106.690537
10.877145	106.800620
10.813498	106.632469
10.785103	106.680366
10.783678	106.691550
10.786560	106.603055
10.777982	106.680009
10.767806	106.691620
10.753864	106.705370
10.809148	106.672696
10.699196	106.736290
10.756868	106.668715
10.870486	106.717569
10.759330	106.653245
10.741456	106.609379
10.830702	106.566175
10.789005	106.689714
10.836435	106.603846
10.772128	106.607301
10.843167	106.674624
10.783267	106.675843
10.753753	106.710978
10.815762	106.697759
10.807780	106.670215
10.821672	106.703401
10.804513	106.627842
10.803641	106.748605
10.753305	106.605730
10.804280	106.698320
10.771774	106.703735
10.833932	106.689475
10.727168	106.696346
10.804251	106.709222
10.773499	106.668667
10.787841	106.581081

1810

3620
3620
3620
3620
3620
3620
3620
3620
3620
3620

5
5
40
40
5
5
5
75
5
260
115
40
5
40
15
15
15
40
5
40
15
5
5
30
5
5
80
15
10
15
230
5
5
5
5
5
150
5
5
5
15
5
300
40
5
5
4
15
95
5
115
400
5
80
75
80
40
40
560
15
75
5
5
5
5
5
150
150
5
15
15
75
80
5
5
5
5
5
115
40
150
5
15
5
115
40
15
5
5
190
5
5
40
40
150
40
5
5
75
450
5
5
5
150
115
5
5
90
75
80
75
5
40
40
5
5
5
5
5
75
5
5
40
5
15
150
15
75
150
1450
5
5
10
305
10
5
15
75
5
5
5
15
40
5
5
5
5
225
40
5
600
5
40
40
55
15
5
1810
5
150
5
5
250
5
5
40
5
75
40
5
5
5
150
20
5
155
1565
10
40
5
75
15
75
15
75
40
5
75
5
20
75
40
5
5
690
15
75
15
5
5

13
17
14
16
19
12
16
17
14
13

1000

0

